Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
21,No,Travel_Rarely,1303,Sales,24,3,Technical Degree,1,1156,1,Female,58,2,1,Sales Representative,1,Divorced,5101,17194,7,Y,Yes,24,3,2,80,0,2,2,4,0,0,0,0
47,Yes,Travel_Frequently,1136,Research & Development,8,3,Marketing,1,1157,2,Male,58,4,1,Healthcare Representative,1,Married,4916,10404,6,Y,No,18,3,3,80,1,3,2,2,3,2,2,0
50,No,Travel_Frequently,1440,Research & Development,12,1,Other,1,1158,4,Male,35,2,2,Research Director,2,Single,9432,22427,4,Y,No,18,3,4,80,0,6,0,2,4,4,1,2
22,Yes,Travel_Rarely,1406,Research & Development,23,1,Marketing,1,1159,1,Female,30,4,1,Research Scientist,1,Married,7793,11606,5,Y,Yes,12,4,1,80,0,4,1,3,1,0,0,1
55,No,Non-Travel,158,Sales,17,3,Life Sciences,1,1160,3,Female,75,4,1,Manager,4,Single,4941,18803,1,Y,Yes,17,3,3,80,2,6,1,2,0,0,0,0
26,Yes,Travel_Rarely,171,Research & Development,10,3,Marketing,1,1161,4,Male,59,1,1,Laboratory Technician,1,Married,5856,19026,5,Y,No,13,4,4,80,0,4,2,4,4,4,0,2
33,No,Travel_Rarely,429,Sales,29,3,Life Sciences,1,1162,2,Male,82,2,2,Manager,2,Married,7996,22231,1,Y,Yes,13,3,4,80,3,1,3,3,1,1,1,0
37,Yes,Travel_Frequently,1110,Sales,19,1,Technical Degree,1,1163,4,Female,87,1,1,Manager,4,Divorced,4836,18879,0,Y,Yes,21,3,3,80,0,5,4,2,2,0,0,0
22,Yes,Travel_Rarely,921,Sales,12,4,Marketing,1,1164,4,Female,55,1,5,Sales Representative,1,Married,16154,9229,5,Y,No,14,4,3,80,1,4,1,1,2,1,0,2
23,No,Travel_Rarely,777,Research & Development,25,4,Marketing,1,1165,2,Male,79,4,2,Manager,4,Married,7153,5696,3,Y,No,16,3,3,80,1,5,5,4,3,0,2,1
54,No,Travel_Rarely,179,Sales,25,1,Life Sciences,1,1166,3,Male,76,3,1,Manager,3,Married,6396,9181,9,Y,No,11,3,4,80,2,0,6,4,0,0,0,0
42,Yes,Travel_Rarely,1002,Research & Development,18,3,Medical,1,1167,4,Male,47,4,1,Manager,2,Single,7821,16702,9,Y,Yes,13,3,3,80,1,0,6,4,0,0,0,0
56,No,Travel_Rarely,747,Research & Development,18,1,Technical Degree,1,1168,3,Male,55,3,5,Research Scientist,4,Married,17024,11076,5,Y,No,21,3,1,80,2,18,4,3,3,2,2,0
57,Yes,Travel_Rarely,789,Research & Development,14,3,Medical,1,1169,3,Male,63,2,1,Research Scientist,3,Divorced,5353,21251,0,Y,No,17,3,3,80,1,3,4,4,3,1,0,1
43,Yes,Travel_Rarely,241,Research & Development,4,3,Life Sciences,1,1170,2,Male,36,4,2,Research Director,3,Married,8735,8175,6,Y,Yes,19,4,4,80,1,5,5,1,5,0,0,2
59,Yes,Travel_Rarely,615,Sales,1,1,Other,1,1171,1,Female,37,2,4,Sales Executive,2,Single,14577,12962,8,Y,No,19,3,2,80,0,14,5,2,1,1,1,1
26,No,Travel_Rarely,594,Research & Development,17,3,Marketing,1,1172,4,Male,84,4,2,Manager,1,Married,7466,7819,9,Y,No,20,4,4,80,1,2,3,3,2,0,1,2
54,No,Travel_Rarely,326,Research & Development,29,3,Technical Degree,1,1173,4,Male,31,1,3,Manager,1,Single,11074,5773,0,Y,No,22,3,2,80,2,13,2,2,2,2,0,2
51,No,Travel_Rarely,503,Sales,18,4,Marketing,1,1174,4,Male,80,4,2,Sales Representative,2,Divorced,9012,23360,4,Y,No,15,3,2,80,0,8,3,1,8,8,5,0
26,No,Travel_Rarely,1018,Sales,28,4,Technical Degree,1,1175,1,Male,50,4,2,Sales Executive,3,Divorced,8311,16534,0,Y,Yes,11,3,1,80,0,7,3,1,6,4,6,5
22,No,Travel_Frequently,526,Research & Development,28,1,Life Sciences,1,1176,3,Male,31,4,2,Laboratory Technician,4,Married,8801,8092,7,Y,No,20,3,3,80,1,4,0,4,1,1,0,0
45,No,Travel_Frequently,1134,Human Resources,7,3,Life Sciences,1,1177,4,Male,75,1,2,Human Resources,1,Divorced,10378,9395,3,Y,Yes,17,3,4,80,1,0,0,1,0,0,0,0
41,Yes,Travel_Frequently,887,Sales,6,3,Marketing,1,1178,3,Male,83,4,3,Sales Representative,2,Single,10541,19305,6,Y,No,14,3,2,80,0,13,4,1,1,0,1,0
20,No,Travel_Rarely,600,Research & Development,12,3,Life Sciences,1,1179,2,Female,43,3,3,Research Scientist,3,Married,12580,5217,5,Y,No,14,3,2,80,0,2,4,3,2,1,0,0
19,Yes,Travel_Rarely,1348,Research & Development,3,2,Human Resources,1,1180,2,Male,45,2,5,Healthcare Representative,2,Divorced,18915,15463,1,Y,Yes,15,3,2,80,0,1,1,4,1,1,0,0
60,No,Travel_Frequently,497,Research & Development,19,4,Medical,1,1181,2,Male,46,2,1,Healthcare Representative,4,Married,5107,10393,7,Y,No,21,4,4,80,1,0,4,4,0,0,0,0
41,No,Travel_Frequently,1228,Sales,7,2,Marketing,1,1182,2,Female,50,4,3,Sales Executive,4,Married,10697,24831,2,Y,No,21,4,3,80,1,9,6,4,4,2,0,4
39,No,Travel_Rarely,491,Sales,20,4,Medical,1,1183,1,Female,33,4,1,Manager,1,Divorced,6655,12606,5,Y,No,16,3,4,80,1,8,5,3,1,0,1,1
56,No,Travel_Rarely,1183,Sales,2,1,Medical,1,1184,3,Female,46,2,1,Sales Representative,4,Single,6420,15539,2,Y,No,25,3,4,80,1,0,3,3,0,0,0,0
22,Yes,Travel_Rarely,495,Sales,7,3,Life Sciences,1,1185,3,Female,41,3,1,Manager,3,Married,4847,4110,1,Y,No,12,3,3,80,3,4,3,1,2,2,0,2
35,Yes,Travel_Frequently,391,Sales,16,2,Human Resources,1,1186,1,Female,88,4,1,Sales Executive,1,Married,7612,11646,4,Y,Yes,12,3,1,80,0,3,3,3,3,3,2,0
19,No,Travel_Frequently,1403,Sales,19,3,Marketing,1,1187,3,Male,58,1,1,Manager,3,Single,5917,13867,8,Y,Yes,21,3,2,80,1,1,0,2,1,0,0,1
21,Yes,Travel_Rarely,1052,Research & Development,8,4,Medical,1,1188,3,Female,86,1,4,Manufacturing Director,1,Married,12528,18208,5,Y,Yes,19,3,3,80,1,3,4,2,0,0,0,0
46,No,Travel_Rarely,1094,Sales,5,2,Life Sciences,1,1189,2,Male,96,2,1,Manager,1,Single,5810,19950,2,Y,Yes,21,4,2,80,1,7,3,3,7,1,5,3
19,No,Travel_Frequently,1458,Research & Development,17,1,Human Resources,1,1190,1,Male,64,1,4,Manufacturing Director,4,Divorced,14428,9278,1,Y,No,15,3,4,80,1,1,6,2,0,0,0,0
21,Yes,Travel_Rarely,960,Sales,21,4,Marketing,1,1191,3,Male,37,2,2,Sales Representative,4,Married,9079,12454,7,Y,No,13,3,4,80,2,3,3,3,3,0,2,2
39,No,Travel_Rarely,132,Research & Development,7,1,Medical,1,1192,2,Male,93,3,2,Laboratory Technician,3,Married,8293,4355,4,Y,No,20,3,4,80,0,7,4,1,0,0,0,0
24,No,Travel_Rarely,310,Sales,6,3,Marketing,1,1193,2,Male,84,4,2,Manager,3,Divorced,10556,19679,2,Y,No,20,4,1,80,1,3,2,2,2,2,2,2
25,No,Travel_Rarely,1313,Research & Development,2,4,Life Sciences,1,1194,1,Female,46,2,2,Manufacturing Director,1,Divorced,8932,24294,0,Y,Yes,12,3,1,80,1,7,3,1,1,0,1,1
33,No,Travel_Rarely,435,Research & Development,5,3,Other,1,1195,1,Female,37,1,3,Research Scientist,3,Single,12483,24293,3,Y,No,14,3,1,80,1,6,5,3,6,0,0,2
42,No,Travel_Frequently,775,Sales,23,4,Life Sciences,1,1196,2,Female,84,1,1,Manager,3,Divorced,4652,9600,3,Y,Yes,11,3,4,80,1,2,2,4,1,0,0,1
50,No,Travel_Rarely,889,Research & Development,22,2,Medical,1,1197,4,Male,49,2,4,Manager,4,Single,13597,15333,4,Y,No,24,3,2,80,0,11,0,2,8,0,6,3
48,No,Travel_Rarely,504,Research & Development,26,3,Medical,1,1198,3,Male,88,4,1,Research Director,1,Married,5978,10665,3,Y,No,15,3,2,80,1,1,0,3,1,1,1,0
40,No,Travel_Rarely,1322,Research & Development,12,3,Technical Degree,1,1199,1,Female,38,3,5,Healthcare Representative,3,Married,15695,22296,7,Y,No,21,3,2,80,0,19,1,2,0,0,0,0
21,Yes,Travel_Rarely,1226,Sales,14,3,Human Resources,1,1200,2,Male,96,4,2,Manager,4,Divorced,6541,13450,0,Y,No,24,3,4,80,1,3,1,3,3,2,0,2
43,No,Travel_Rarely,129,Research & Development,11,3,Life Sciences,1,1201,1,Male,43,3,1,Manufacturing Director,1,Married,5337,19968,9,Y,No,20,3,1,80,3,4,5,3,3,0,1,3
36,No,Travel_Rarely,981,Research & Development,22,4,Medical,1,1202,3,Male,99,2,2,Laboratory Technician,1,Divorced,10293,17903,9,Y,No,16,3,1,80,1,3,2,4,0,0,0,0
58,Yes,Travel_Rarely,1302,Research & Development,1,4,Marketing,1,1203,2,Female,48,1,5,Manager,1,Single,16054,2761,5,Y,No,17,4,3,80,1,16,1,3,2,0,1,0
39,No,Travel_Rarely,623,Sales,4,3,Medical,1,1204,4,Female,30,2,2,Manager,3,Single,7417,14887,5,Y,No,24,4,4,80,3,10,6,4,3,1,3,3
37,No,Travel_Rarely,570,Research & Development,25,4,Technical Degree,1,1205,2,Male,62,1,2,Healthcare Representative,2,Married,8622,6322,3,Y,Yes,11,3,4,80,0,8,6,1,6,1,3,5
33,Yes,Travel_Rarely,243,Research & Development,16,3,Life Sciences,1,1206,1,Male,31,4,1,Laboratory Technician,4,Married,4494,8121,9,Y,Yes,22,3,4,80,2,0,4,1,0,0,0,0
35,No,Travel_Rarely,1258,Research & Development,19,4,Technical Degree,1,1207,1,Female,73,1,2,Laboratory Technician,3,Single,9963,16679,1,Y,Yes,22,3,2,80,1,0,5,1,0,0,0,0
50,No,Travel_Rarely,428,Research & Development,13,2,Technical Degree,1,1208,2,Male,39,2,3,Healthcare Representative,4,Single,10455,12037,8,Y,No,22,4,3,80,0,12,5,4,5,1,5,2
25,No,Travel_Rarely,1255,Sales,15,4,Medical,1,1209,1,Female,36,4,1,Sales Executive,3,Married,6740,26262,8,Y,No,13,3,2,80,0,1,3,2,1,0,1,0
52,No,Travel_Rarely,243,Sales,26,3,Other,1,1210,1,Male,84,1,3,Sales Representative,4,Single,9995,19886,0,Y,No,16,3,4,80,1,10,1,2,1,0,1,0
23,No,Travel_Frequently,129,Research & Development,16,4,Life Sciences,1,1211,4,Male,35,2,1,Healthcare Representative,2,Married,5802,26728,9,Y,No,16,3,3,80,1,0,3,1,0,0,0,0
38,Yes,Travel_Rarely,884,Research & Development,11,3,Life Sciences,1,1212,4,Male,95,3,5,Laboratory Technician,2,Married,18543,25931,8,Y,No,14,3,4,80,2,15,3,3,7,6,6,2
28,No,Travel_Rarely,167,Research & Development,7,1,Medical,1,1213,4,Male,72,4,1,Laboratory Technician,4,Divorced,5129,14982,0,Y,No,20,3,3,80,0,0,4,4,0,0,0,0
50,No,Travel_Rarely,198,Sales,3,5,Other,1,1214,2,Male,88,3,3,Manager,1,Married,12972,22797,9,Y,No,25,3,1,80,1,13,3,3,0,0,0,0
38,No,Travel_Rarely,874,Research & Development,8,4,Human Resources,1,1215,4,Female,68,1,2,Manager,4,Single,8878,20337,7,Y,No,14,4,1,80,0,10,1,1,2,0,1,2
38,Yes,Non-Travel,850,Sales,7,4,Medical,1,1216,2,Female,31,4,1,Manager,1,Married,6525,21099,3,Y,No,17,3,2,80,0,0,3,3,0,0,0,0
56,Yes,Travel_Rarely,312,Research & Development,29,3,Technical Degree,1,1217,2,Female,72,1,1,Research Scientist,4,Divorced,3371,15668,1,Y,No,14,3,2,80,2,1,5,3,0,0,0,0
46,Yes,Travel_Rarely,1279,Research & Development,26,3,Other,1,1218,2,Female,54,1,1,Manufacturing Director,1,Married,2626,26920,3,Y,No,24,3,1,80,0,0,3,2,0,0,0,0
54,No,Travel_Rarely,1094,Human Resources,28,2,Technical Degree,1,1219,4,Female,35,2,2,Manager,3,Married,8536,17898,4,Y,No,20,4,4,80,0,8,6,2,3,3,2,2
40,Yes,Travel_Frequently,104,Sales,24,4,Human Resources,1,1220,3,Female,88,3,1,Sales Representative,3,Divorced,7915,14424,2,Y,No,17,3,3,80,0,4,0,2,1,1,1,1
25,No,Travel_Rarely,1247,Sales,4,3,Human Resources,1,1221,3,Female,60,4,5,Sales Representative,3,Married,19477,21906,6,Y,No,15,3,1,80,3,7,0,1,0,0,0,0
44,No,Travel_Rarely,1306,Research & Development,17,4,Other,1,1222,4,Male,36,1,1,Manager,1,Single,6519,10039,6,Y,No,16,3,2,80,1,1,5,2,1,1,1,0
49,No,Non-Travel,108,Sales,3,2,Human Resources,1,1223,4,Male,51,4,1,Sales Representative,1,Married,5211,4213,3,Y,No,20,3,3,80,0,0,3,3,0,0,0,0
42,Yes,Travel_Rarely,1168,Sales,8,4,Life Sciences,1,1224,2,Male,70,3,1,Sales Executive,3,Married,3308,9402,5,Y,No,14,3,4,80,0,2,1,3,2,0,0,0
43,No,Non-Travel,978,Research & Development,24,3,Other,1,1225,3,Female,74,3,1,Healthcare Representative,1,Married,5506,19051,4,Y,No,20,3,4,80,1,4,2,1,4,2,0,4
56,No,Travel_Rarely,377,Human Resources,1,3,Other,1,1226,2,Female,78,1,1,Manager,4,Married,4573,5183,7,Y,No,21,3,1,80,0,0,0,3,0,0,0,0
37,No,Travel_Rarely,1340,Research & Development,19,2,Technical Degree,1,1227,3,Female,59,1,2,Research Director,2,Married,10597,25544,2,Y,No,19,4,4,80,1,7,2,3,7,7,5,0
30,No,Travel_Rarely,1107,Human Resources,5,2,Human Resources,1,1228,1,Female,74,4,1,Manager,1,Married,5758,18239,8,Y,No,12,3,1,80,1,6,4,1,1,1,1,0
55,No,Travel_Rarely,1083,Sales,19,5,Other,1,1229,1,Female,61,4,1,Sales Representative,4,Single,6888,21001,1,Y,No,11,3,3,80,2,5,3,4,1,1,1,0
60,No,Travel_Rarely,360,Research & Development,1,4,Technical Degree,1,1230,1,Female,42,2,5,Research Scientist,1,Single,16395,25292,8,Y,No,22,3,1,80,1,19,5,4,0,0,0,0
54,No,Travel_Rarely,329,Research & Development,6,3,Technical Degree,1,1231,1,Male,41,1,5,Research Scientist,2,Single,17543,8123,2,Y,Yes,16,3,3,80,1,14,3,1,3,0,1,1
26,No,Non-Travel,331,Sales,24,4,Other,1,1232,1,Female,92,4,4,Manager,4,Married,12915,19905,5,Y,No,14,3,3,80,0,8,1,4,2,0,2,2
31,No,Travel_Rarely,1180,Research & Development,28,1,Technical Degree,1,1233,4,Female,32,2,2,Research Scientist,1,Divorced,7564,25737,6,Y,No,14,4,1,80,0,9,4,3,6,5,6,4
60,No,Travel_Frequently,1015,Sales,19,2,Technical Degree,1,1234,1,Female,89,3,1,Sales Executive,4,Single,6033,25690,7,Y,No,25,4,3,80,2,1,4,3,0,0,0,0
21,No,Travel_Rarely,1101,Human Resources,7,1,Life Sciences,1,1235,2,Female,71,2,2,Human Resources,4,Divorced,9257,4056,0,Y,No,25,3,1,80,1,3,1,2,2,1,2,1
21,Yes,Travel_Frequently,727,Sales,9,4,Medical,1,1236,4,Male,80,2,2,Sales Executive,2,Married,7387,6761,9,Y,No,24,3,2,80,0,3,6,4,3,0,0,1
47,No,Travel_Rarely,105,Research & Development,13,4,Human Resources,1,1237,3,Female,32,2,1,Manager,4,Married,4761,25904,4,Y,No,17,3,1,80,1,8,5,4,4,4,4,2
58,Yes,Travel_Rarely,561,Sales,17,3,Other,1,1238,4,Female,77,3,1,Manager,3,Single,7389,5272,7,Y,Yes,23,3,3,80,3,0,5,3,0,0,0,0
43,No,Travel_Frequently,879,Research & Development,16,3,Life Sciences,1,1239,1,Female,50,1,3,Research Director,2,Married,10670,19206,0,Y,Yes,18,3,3,80,0,7,2,4,0,0,0,0
32,Yes,Travel_Rarely,688,Research & Development,19,3,Technical Degree,1,1240,2,Male,96,2,1,Research Scientist,1,Divorced,4857,14895,1,Y,No,24,3,4,80,0,1,3,2,1,1,1,1
56,No,Travel_Rarely,802,Sales,13,1,Life Sciences,1,1241,3,Male,38,1,2,Manager,3,Single,9229,4642,6,Y,No,23,3,3,80,0,6,2,4,0,0,0,0
53,No,Travel_Rarely,969,Sales,26,1,Technical Degree,1,1242,2,Male,50,4,2,Sales Executive,2,Divorced,6793,5115,9,Y,No,21,3,4,80,0,11,5,4,5,3,3,1
33,No,Travel_Rarely,1133,Research & Development,4,3,Other,1,1243,1,Female,66,2,2,Healthcare Representative,1,Married,7871,6748,3,Y,No,19,3,1,80,3,2,0,3,0,0,0,0
59,No,Travel_Rarely,1368,Sales,16,4,Other,1,1244,3,Male,33,3,3,Manager,2,Married,12052,18539,3,Y,No,18,3,4,80,0,6,0,4,1,1,0,0
48,Yes,Travel_Rarely,1192,Sales,17,1,Technical Degree,1,1245,4,Female,88,4,1,Sales Executive,4,Married,7615,22921,6,Y,No,25,3,4,80,1,8,3,3,6,5,0,2
46,Yes,Travel_Rarely,919,Sales,1,3,Life Sciences,1,1246,4,Male,59,1,2,Sales Executive,1,Divorced,6408,26260,2,Y,Yes,24,3,1,80,1,4,0,1,4,2,0,2
38,Yes,Travel_Frequently,988,Human Resources,2,2,Life Sciences,1,1247,1,Male,71,2,2,Manager,1,Divorced,9856,8857,6,Y,No,24,3,2,80,1,8,6,2,1,1,1,1
49,No,Travel_Rarely,409,Research & Development,22,3,Other,1,1248,2,Male,31,3,3,Healthcare Representative,4,Single,11293,18717,4,Y,No,19,3,3,80,2,10,0,4,1,1,0,0
47,No,Travel_Rarely,840,Sales,18,3,Marketing,1,1249,3,Female,67,2,3,Manager,4,Married,11510,22638,2,Y,No,22,3,1,80,1,4,4,4,0,0,0,0
55,No,Travel_Frequently,1208,Sales,17,3,Marketing,1,1250,2,Female,86,4,2,Manager,4,Married,6972,21509,0,Y,No,22,3,1,80,3,0,1,2,0,0,0,0
34,Yes,Non-Travel,779,Research & Development,29,2,Medical,1,1251,3,Female,55,2,1,Laboratory Technician,2,Married,5667,10496,4,Y,No,15,3,2,80,0,0,4,4,0,0,0,0
30,No,Travel_Frequently,1347,Human Resources,25,2,Other,1,1252,2,Male,53,3,2,Human Resources,2,Married,8879,11521,6,Y,No,17,4,4,80,3,7,0,1,1,1,1,1
29,Yes,Non-Travel,979,Research & Development,27,2,Technical Degree,1,1253,3,Male,60,4,2,Manager,3,Divorced,9081,22771,7,Y,Yes,12,3,4,80,1,11,3,2,0,0,0,0
54,No,Travel_Rarely,387,Research & Development,4,2,Other,1,1254,4,Male,78,3,2,Manufacturing Director,2,Married,8778,9424,0,Y,Yes,11,3,3,80,1,12,3,3,0,0,0,0
31,Yes,Travel_Rarely,1262,Research & Development,23,1,Marketing,1,1255,3,Male,88,1,1,Research Director,2,Married,4978,24657,5,Y,No,24,3,3,80,1,4,6,4,0,0,0,0
60,Yes,Travel_Rarely,893,Sales,24,4,Medical,1,1256,1,Male,75,2,2,Sales Representative,2,Married,8552,12837,1,Y,No,25,3,1,80,1,6,4,4,2,2,2,1
33,No,Non-Travel,1068,Sales,15,3,Technical Degree,1,1257,1,Male,87,3,2,Sales Executive,2,Divorced,8519,4266,5,Y,No,14,3,2,80,3,9,4,2,1,0,1,1
36,No,Travel_Rarely,383,Research & Development,17,2,Medical,1,1258,1,Male,97,2,2,Laboratory Technician,4,Single,9098,24828,4,Y,No,13,3,3,80,2,5,5,4,5,5,5,0
22,Yes,Travel_Rarely,704,Research & Development,5,3,Marketing,1,1259,2,Female,95,2,4,Manager,2,Married,14600,8233,6,Y,Yes,14,3,3,80,2,4,2,3,3,0,3,3
35,Yes,Non-Travel,1407,Research & Development,25,4,Technical Degree,1,1260,4,Female,44,1,2,Manufacturing Director,1,Single,6438,13054,2,Y,No,19,3,3,80,0,9,5,2,0,0,0,0
38,No,Non-Travel,1418,Research & Development,12,3,Other,1,1261,4,Male,93,3,4,Research Director,4,Married,13903,26556,6,Y,No,23,3,4,80,0,16,3,4,0,0,0,0
42,No,Travel_Rarely,652,Research & Development,28,4,Life Sciences,1,1262,2,Male,47,3,2,Healthcare Representative,4,Single,8029,13251,3,Y,Yes,19,3,1,80,0,8,2,4,5,0,1,2
25,Yes,Travel_Rarely,407,Research & Development,10,4,Marketing,1,1263,1,Male,88,2,3,Research Scientist,1,Married,10832,2674,4,Y,No,12,4,2,80,1,6,2,1,1,0,1,0
60,Yes,Travel_Rarely,763,Research & Development,1,2,Marketing,1,1264,4,Male,69,4,2,Laboratory Technician,2,Married,9107,21099,2,Y,Yes,17,3,3,80,3,1,2,4,0,0,0,0
43,No,Travel_Rarely,286,Research & Development,1,3,Technical Degree,1,1265,4,Male,93,3,2,Research Director,4,Married,10115,11907,1,Y,No,12,3,2,80,0,6,0,4,6,5,0,1
56,No,Travel_Rarely,1041,Research & Development,26,4,Human Resources,1,1266,2,Male,40,2,2,Healthcare Representative,2,Married,8100,20615,3,Y,No,15,4,4,80,1,10,0,4,0,0,0,0
31,Yes,Travel_Rarely,1291,Research & Development,21,3,Other,1,1267,2,Female,59,1,2,Research Director,1,Married,7472,19670,0,Y,No,22,3,2,80,1,3,4,4,0,0,0,0
51,No,Travel_Rarely,235,Sales,8,3,Technical Degree,1,1268,1,Male,91,2,2,Manager,2,Married,9613,5326,1,Y,No,19,3,4,80,1,11,2,2,3,2,1,0
27,Yes,Travel_Rarely,1181,Research & Development,8,1,Technical Degree,1,1269,2,Male,55,3,1,Research Director,4,Married,5973,10337,5,Y,No,21,4,1,80,0,7,3,2,0,0,0,0
46,Yes,Travel_Frequently,922,Research & Development,16,3,Other,1,1270,3,Male,64,2,1,Manufacturing Director,2,Married,5938,9265,3,Y,Yes,11,3,4,80,2,4,3,1,1,1,1,0
23,No,Travel_Frequently,975,Research & Development,5,1,Medical,1,1271,2,Male,31,2,2,Research Director,2,Single,6073,14903,6,Y,Yes,21,3,1,80,1,5,2,4,4,1,0,2
35,No,Travel_Rarely,297,Research & Development,24,4,Medical,1,1272,1,Female,63,4,4,Laboratory Technician,1,Divorced,14198,9933,4,Y,No,20,3,1,80,1,15,0,4,8,6,8,6
25,No,Travel_Rarely,905,Research & Development,23,4,Technical Degree,1,1273,3,Female,78,1,3,Healthcare Representative,4,Divorced,12522,2651,1,Y,No,22,3,1,80,0,7,0,1,6,2,2,2
40,No,Travel_Rarely,187,Sales,15,2,Medical,1,1274,1,Female,69,4,3,Sales Executive,3,Married,11486,17596,6,Y,Yes,17,3,1,80,1,13,6,1,1,1,1,0
56,No,Travel_Rarely,140,Sales,18,3,Other,1,1275,2,Female,52,2,2,Sales Representative,4,Married,8150,15197,0,Y,No,18,3,1,80,3,9,5,1,1,1,1,0
25,Yes,Travel_Rarely,1236,Research & Development,28,2,Medical,1,1276,2,Male,36,3,2,Healthcare Representative,1,Single,7467,21623,6,Y,No,12,4,2,80,0,7,2,1,7,1,2,3
40,No,Non-Travel,1041,Sales,12,3,Technical Degree,1,1277,3,Male,75,4,2,Sales Representative,2,Divorced,8738,10098,7,Y,No,24,3,1,80,0,9,0,1,6,2,1,4
41,No,Non-Travel,1115,Research & Development,2,3,Other,1,1278,1,Male,86,2,1,Healthcare Representative,1,Single,6199,10439,5,Y,No,16,3,3,80,3,3,6,2,0,0,0,0
58,No,Travel_Rarely,1444,Sales,3,4,Medical,1,1279,1,Male,99,2,1,Sales Representative,4,Married,5833,5863,3,Y,No,24,3,1,80,1,6,5,2,2,0,2,2
56,No,Travel_Frequently,1150,Research & Development,2,1,Technical Degree,1,1280,2,Male,77,4,3,Healthcare Representative,2,Married,12540,5445,6,Y,No,23,3,3,80,1,11,0,1,6,3,5,0
50,Yes,Travel_Rarely,464,Sales,15,4,Medical,1,1281,4,Female,55,2,1,Sales Executive,2,Divorced,4859,26409,9,Y,Yes,11,3,1,80,1,0,6,3,0,0,0,0
30,No,Travel_Rarely,978,Research & Development,15,4,Medical,1,1282,1,Male,58,1,1,Research Scientist,1,Married,6287,4305,8,Y,No,17,4,3,80,0,2,4,3,2,0,1,2
39,No,Travel_Rarely,838,Sales,19,3,Other,1,1283,4,Male,72,3,3,Manager,4,Single,11146,7839,0,Y,No,13,3,3,80,0,14,4,4,3,1,2,0
27,No,Travel_Rarely,1390,Research & Development,26,3,Medical,1,1284,3,Male,40,1,2,Research Scientist,4,Single,7757,9693,2,Y,No,14,3,1,80,1,4,6,1,4,2,4,0
18,Yes,Travel_Frequently,1031,Research & Development,16,4,Other,1,1285,4,Female,47,2,2,Research Director,1,Divorced,8619,21311,5,Y,Yes,12,3,1,80,0,0,1,2,0,0,0,0
37,No,Travel_Rarely,305,Human Resources,13,4,Marketing,1,1286,4,Male,40,4,3,Manager,4,Single,11642,6307,3,Y,No,18,3,2,80,0,9,0,4,1,0,0,1
31,No,Travel_Rarely,1323,Sales,11,3,Marketing,1,1287,3,Female,40,1,1,Sales Executive,3,Single,6798,9083,0,Y,No,22,4,3,80,0,3,2,4,1,1,0,0
57,No,Travel_Frequently,845,Human Resources,11,4,Medical,1,1288,1,Female,72,1,1,Manager,2,Single,5867,8668,6,Y,No,22,3,4,80,3,4,6,4,0,0,0,0
43,No,Travel_Rarely,205,Sales,14,5,Other,1,1289,4,Male,84,2,2,Sales Executive,4,Single,7571,5974,7,Y,No,18,3,3,80,0,1,5,1,1,1,0,1
51,Yes,Travel_Rarely,1327,Sales,26,3,Other,1,1290,3,Male,35,4,3,Manager,2,Married,10018,23422,5,Y,Yes,17,4,4,80,2,12,2,1,1,1,1,0
59,No,Travel_Frequently,233,Research & Development,29,2,Human Resources,1,1291,1,Male,42,1,4,Research Director,2,Divorced,13361,4343,2,Y,No,16,3,2,80,1,9,5,4,9,0,7,0
20,No,Travel_Frequently,366,Human Resources,18,2,Marketing,1,1292,4,Female,55,1,1,Manager,3,Single,6326,6165,1,Y,No,18,3,3,80,0,0,0,2,0,0,0,0
60,Yes,Travel_Rarely,297,Sales,11,3,Human Resources,1,1293,2,Male,33,1,1,Manager,1,Single,5223,17552,3,Y,No,11,3,1,80,0,0,4,3,0,0,0,0
47,No,Travel_Rarely,782,Research & Development,23,1,Human Resources,1,1294,2,Male,63,3,1,Research Director,1,Divorced,8181,12433,1,Y,Yes,11,3,4,80,1,0,2,2,0,0,0,0
41,Yes,Travel_Rarely,812,Research & Development,27,4,Medical,1,1295,2,Male,47,3,1,Healthcare Representative,3,Married,2796,9459,8,Y,No,18,3,3,80,1,2,5,2,0,0,0,0
48,No,Travel_Rarely,699,Sales,10,3,Medical,1,1296,4,Male,34,2,1,Sales Executive,1,Single,4391,24898,8,Y,Yes,23,3,3,80,0,4,2,1,4,1,1,3
46,No,Travel_Rarely,1484,Research & Development,19,4,Other,1,1297,4,Male,71,1,5,Healthcare Representative,1,Single,15389,10242,9,Y,Yes,15,3,1,80,2,17,1,3,1,0,0,1
19,Yes,Travel_Frequently,1353,Research & Development,22,2,Human Resources,1,1298,4,Female,70,3,2,Healthcare Representative,4,Single,8686,8602,5,Y,No,20,3,4,80,0,1,4,1,1,1,0,1
